fold,test_subject,eval_unit,subject,condition,file_path,prob,target,win_acc,win_f1,win_auc,win_mcc,file_acc,file_f1,file_auc,file_mcc
1,Subject00,file,Subject00,tensor(1),data/derivatives/10s_windows\Subject00_1.npz,0.19927427172660828,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/10s_windows\Subject00_1.npz,0.24155795574188232,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/10s_windows\Subject00_1.npz,0.21364644169807434,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/10s_windows\Subject00_1.npz,0.1353684514760971,0,,,,,,,,
1,Subject00,file,Subject00,tensor(1),data/derivatives/10s_windows\Subject00_1.npz,0.05449474975466728,0,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/10s_windows\Subject00_2.npz,0.3866916298866272,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/10s_windows\Subject00_2.npz,0.26870691776275635,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/10s_windows\Subject00_2.npz,0.28778067231178284,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/10s_windows\Subject00_2.npz,0.503491997718811,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/10s_windows\Subject00_2.npz,0.7640791535377502,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/10s_windows\Subject00_2.npz,0.8030931353569031,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/10s_windows\Subject00_2.npz,0.716275155544281,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/10s_windows\Subject00_2.npz,0.637700080871582,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/10s_windows\Subject00_2.npz,0.5178300142288208,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/10s_windows\Subject00_2.npz,0.6718763113021851,1,,,,,,,,
1,Subject00,file,Subject00,tensor(2),data/derivatives/10s_windows\Subject00_2.npz,0.5360860228538513,1,,,,,,,,
1,Subject00,window_summary,Subject00,-1,,0.2770701040230367,0,0.9130434782608695,0.8,0.9558441558441558,0.7512764899931079,0.9130434782608695,0.8,0.9558441558441558,0.7512764899931079
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.5564647912979126,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.25342413783073425,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.18209214508533478,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.36767899990081787,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.7126786708831787,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.8813647031784058,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.9230677485466003,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.618157148361206,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.35316452383995056,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.21296340227127075,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.1442698985338211,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.6293677687644958,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.626806914806366,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.28257256746292114,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.5752092003822327,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.7596689462661743,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.3662489354610443,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.18477465212345123,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.1311808079481125,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.24345239996910095,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.5388492941856384,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.44427934288978577,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.3937099575996399,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.5392496585845947,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.48323801159858704,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.3777942359447479,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.6004862785339355,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.6685492992401123,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.4130704700946808,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.45516297221183777,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.4959738552570343,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.17179569602012634,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.06741247326135635,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.3303832411766052,0,,,,,,,,
2,Subject01,file,Subject01,tensor(1),data/derivatives/10s_windows\Subject01_1.npz,0.4981785714626312,0,,,,,,,,
2,Subject01,file,Subject01,tensor(2),data/derivatives/10s_windows\Subject01_2.npz,0.020432528108358383,1,,,,,,,,
2,Subject01,file,Subject01,tensor(2),data/derivatives/10s_windows\Subject01_2.npz,0.047768693417310715,1,,,,,,,,
2,Subject01,file,Subject01,tensor(2),data/derivatives/10s_windows\Subject01_2.npz,0.2885167598724365,1,,,,,,,,
2,Subject01,file,Subject01,tensor(2),data/derivatives/10s_windows\Subject01_2.npz,0.13871118426322937,1,,,,,,,,
2,Subject01,file,Subject01,tensor(2),data/derivatives/10s_windows\Subject01_2.npz,0.007524962071329355,1,,,,,,,,
2,Subject01,file,Subject01,tensor(2),data/derivatives/10s_windows\Subject01_2.npz,0.008844858966767788,1,,,,,,,,
2,Subject01,file,Subject01,tensor(2),data/derivatives/10s_windows\Subject01_2.npz,0.035887185484170914,1,,,,,,,,
2,Subject01,file,Subject01,tensor(2),data/derivatives/10s_windows\Subject01_2.npz,0.008395349606871605,1,,,,,,,,
2,Subject01,file,Subject01,tensor(2),data/derivatives/10s_windows\Subject01_2.npz,0.007074556313455105,1,,,,,,,,
2,Subject01,file,Subject01,tensor(2),data/derivatives/10s_windows\Subject01_2.npz,0.027961481362581253,1,,,,,,,,
2,Subject01,file,Subject01,tensor(2),data/derivatives/10s_windows\Subject01_2.npz,0.07011749595403671,1,,,,,,,,
2,Subject01,window_summary,Subject01,-1,,0.35095601687815203,0,0.4782608695652174,0.0,0.033766233766233764,-0.3518657752744984,0.4782608695652174,0.0,0.033766233766233764,-0.3518657752744984
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8479763865470886,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.7884271740913391,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8479218482971191,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8679506182670593,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8258727788925171,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.6889567375183105,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.7753550410270691,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.7153578996658325,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.6415942907333374,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8007715344429016,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8276207447052002,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8396408557891846,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8360718488693237,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8117749691009521,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.7602522373199463,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8184619545936584,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8119058609008789,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8168097138404846,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8588566780090332,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8603123426437378,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8375888466835022,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.5496327877044678,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.5562127828598022,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.7954163551330566,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8107064366340637,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8619862794876099,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8762679100036621,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8559037446975708,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8148528933525085,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8052217960357666,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8611593246459961,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8792527914047241,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8188134431838989,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8635733127593994,0,,,,,,,,
3,Subject02,file,Subject02,tensor(1),data/derivatives/10s_windows\Subject02_1.npz,0.8201545476913452,0,,,,,,,,
3,Subject02,file,Subject02,tensor(2),data/derivatives/10s_windows\Subject02_2.npz,0.8476913571357727,1,,,,,,,,
3,Subject02,file,Subject02,tensor(2),data/derivatives/10s_windows\Subject02_2.npz,0.7627081871032715,1,,,,,,,,
3,Subject02,file,Subject02,tensor(2),data/derivatives/10s_windows\Subject02_2.npz,0.6723347902297974,1,,,,,,,,
3,Subject02,file,Subject02,tensor(2),data/derivatives/10s_windows\Subject02_2.npz,0.646354079246521,1,,,,,,,,
3,Subject02,file,Subject02,tensor(2),data/derivatives/10s_windows\Subject02_2.npz,0.604467511177063,1,,,,,,,,
3,Subject02,file,Subject02,tensor(2),data/derivatives/10s_windows\Subject02_2.npz,0.5483173727989197,1,,,,,,,,
3,Subject02,file,Subject02,tensor(2),data/derivatives/10s_windows\Subject02_2.npz,0.3468625247478485,1,,,,,,,,
3,Subject02,file,Subject02,tensor(2),data/derivatives/10s_windows\Subject02_2.npz,0.3616902530193329,1,,,,,,,,
3,Subject02,file,Subject02,tensor(2),data/derivatives/10s_windows\Subject02_2.npz,0.5093534588813782,1,,,,,,,,
3,Subject02,file,Subject02,tensor(2),data/derivatives/10s_windows\Subject02_2.npz,0.45364734530448914,1,,,,,,,,
3,Subject02,file,Subject02,tensor(2),data/derivatives/10s_windows\Subject02_2.npz,0.3884497582912445,1,,,,,,,,
3,Subject02,window_summary,Subject02,-1,,0.743271987075391,0,0.15217391304347827,0.2641509433962264,0.0987012987012987,-0.5504818825631803,0.15217391304347827,0.2641509433962264,0.0987012987012987,-0.5504818825631803
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.4866085648536682,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.5389268398284912,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.3226451873779297,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.30455073714256287,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.46113213896751404,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.18077756464481354,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.07195667922496796,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.13843080401420593,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.2533634603023529,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.6142133474349976,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.5307199358940125,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.12430186569690704,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.3005717694759369,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.3728487491607666,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.14290307462215424,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.0697016641497612,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.10135217010974884,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.14645151793956757,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.12018341571092606,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.10286495834589005,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.0815604105591774,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.13236211240291595,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.19607891142368317,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.17851169407367706,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.0836586132645607,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.10994569212198257,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.2803754508495331,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.3135964274406433,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.3008009195327759,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.411199688911438,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.2928963899612427,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.08574207127094269,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.0788365826010704,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.4713144302368164,0,,,,,,,,
4,Subject03,file,Subject03,tensor(1),data/derivatives/10s_windows\Subject03_1.npz,0.352435827255249,0,,,,,,,,
4,Subject03,file,Subject03,tensor(2),data/derivatives/10s_windows\Subject03_2.npz,0.9416099190711975,1,,,,,,,,
4,Subject03,file,Subject03,tensor(2),data/derivatives/10s_windows\Subject03_2.npz,0.9466217756271362,1,,,,,,,,
4,Subject03,file,Subject03,tensor(2),data/derivatives/10s_windows\Subject03_2.npz,0.9509232044219971,1,,,,,,,,
4,Subject03,file,Subject03,tensor(2),data/derivatives/10s_windows\Subject03_2.npz,0.9571785926818848,1,,,,,,,,
4,Subject03,file,Subject03,tensor(2),data/derivatives/10s_windows\Subject03_2.npz,0.9507256746292114,1,,,,,,,,
4,Subject03,file,Subject03,tensor(2),data/derivatives/10s_windows\Subject03_2.npz,0.9257727861404419,1,,,,,,,,
4,Subject03,file,Subject03,tensor(2),data/derivatives/10s_windows\Subject03_2.npz,0.9103454947471619,1,,,,,,,,
4,Subject03,file,Subject03,tensor(2),data/derivatives/10s_windows\Subject03_2.npz,0.9297839999198914,1,,,,,,,,
4,Subject03,file,Subject03,tensor(2),data/derivatives/10s_windows\Subject03_2.npz,0.9245928525924683,1,,,,,,,,
4,Subject03,file,Subject03,tensor(2),data/derivatives/10s_windows\Subject03_2.npz,0.9409488439559937,1,,,,,,,,
4,Subject03,file,Subject03,tensor(2),data/derivatives/10s_windows\Subject03_2.npz,0.96072918176651,1,,,,,,,,
4,Subject03,window_summary,Subject03,-1,,0.41506634765992995,0,0.9347826086956522,0.88,1.0,0.8475655413823615,0.9347826086956522,0.88,1.0,0.8475655413823615
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.35806605219841003,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.2989741265773773,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.15427061915397644,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.1934662163257599,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.3405662178993225,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.2504558861255646,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.19534257054328918,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.17252217233181,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.171543687582016,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.27033135294914246,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.16633298993110657,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.04752320796251297,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.09475641697645187,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.38600024580955505,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.4215109646320343,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.28935572504997253,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.3529548645019531,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.3230440616607666,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.3421271741390228,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.2932623028755188,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.25324514508247375,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.1908780187368393,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.1215345710515976,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.08900869637727737,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.12941257655620575,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.2796914577484131,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.2752414047718048,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.37781232595443726,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.36229121685028076,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.20142464339733124,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.21011024713516235,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.12900613248348236,0,,,,,,,,
5,Subject04,file,Subject04,tensor(1),data/derivatives/10s_windows\Subject04_1.npz,0.17852292954921722,0,,,,,,,,
